1,0.090410959,-3.56
1,0.183561644,-1.93
1,0.260273973,-2.67
1,0.356164384,-2.35
1,0.435616438,-2.95
1,0.520547945,-2.08
1,0.6,-2.02
1,0.693150685,-2.61
1,0.780821918,-2.71
1,0.865753425,-2.92
1,0.945205479,-3.03
2,0.057534247,-0.59
2,0.134246575,-0.27
2,0.210958904,-0.96
2,0.287671233,-0.24
2,0.364383562,-1.04
2,0.452054795,-1.7
2,0.528767123,-1.98
2,0.61369863,0.31
2,0.690410959,0.38
2,0.767123288,0.67
2,0.852054795,0.31
2,0.939726027,-0.03
3,0.002739726,-1
3,0.104109589,-1.84
3,0.180821918,-1.78
3,0.282191781,-0.9
3,0.353424658,-1.21
3,0.449315068,-1.67
3,0.534246575,-1.96
3,0.608219178,-1.63
3,0.704109589,-1.79
3,0.775342466,-2.09
3,0.860273973,-2.02
3,0.956164384,-2.16
4,0.076712329,-1
4,0.156164384,-0.14
4,0.232876712,0.61
4,0.364383562,-0.91
4,0.463013699,-1.85
4,0.531506849,-1.7
4,0.616438356,-2.15
4,0.701369863,-2.17
4,0.789041096,-2.54
4,0.865753425,-3.01
4,0.961643836,-3.34
5,0.065753425,-2.45
5,0.131506849,-3.66
5,0.2,-3.7
5,0.276712329,-4
5,0.369863014,-1.83
5,0.468493151,-2.69
5,0.545205479,-2.41
5,0.624657534,-2.12
5,0.712328767,-2.16
5,0.791780822,-2.36
5,0.879452055,-2.38
5,0.961643836,-2.51
6,0.076712329,-2.19
6,0.15890411,-2.76
6,0.235616438,-2.14
6,0.323287671,-3.05
6,0.408219178,-2.68
6,0.484931507,-2.47
6,0.578082192,-3.01
6,0.654794521,-3.34
6,0.728767123,-3.26
6,0.824657534,-3.55
6,0.906849315,-3.16
6,0.994520548,-3.21
7,0.071232877,-2.31
7,0.147945205,-2.04
7,0.238356164,-2.43
7,0.328767123,-2.64
7,0.41369863,-2.97
7,0.501369863,-1.91
7,0.578082192,-2.18
7,0.665753425,-2.37
7,0.75890411,-2.61
7,0.846575342,-2.59
7,0.926027397,-2.84
7,1,-3.03
8,0.15890411,-1.07
8,0.224657534,-1.02
8,0.320547945,-0.27
8,0.408219178,-0.85
8,0.484931507,-1.5
8,0.578082192,-1.44
8,0.652054795,-1.68
8,0.731506849,-1.74
8,0.81369863,-2.09
8,0.904109589,-2.2
8,0.989041096,-2.22
9,0.117808219,-0.43
9,0.194520548,0.03
9,0.265753425,-0.94
9,0.347945205,-1.79
9,0.424657534,-2.27
9,0.512328767,-2.82
9,0.6,-3.24
9,0.676712329,-0.79
9,0.753424658,-1.1
9,0.843835616,-1.45
9,0.926027397,-1.09
10,0.060273973,-0.2
10,0.156164384,-0.2
10,0.243835616,-0.36
10,0.328767123,0.15
10,0.408219178,-0.54
10,0.495890411,-0.32
10,0.605479452,-0.69
10,0.682191781,-0.73
10,0.750684932,-0.86
10,0.84109589,-1.11
10,0.931506849,-1.59
11,0.073972603,-1.35
11,0.15890411,-2.31
11,0.246575342,-2.95
11,0.326027397,-3.23
11,0.408219178,-1.26
11,0.501369863,-1.77
11,0.594520548,-2.44
11,0.690410959,-2.91
11,0.767123288,-3.2
11,0.860273973,-3.33
11,0.945205479,-3.59
12,0.084931507,-0.75
12,0.150684932,-1.34
12,0.235616438,-1.75
12,0.323287671,-2.57
12,0.408219178,-0.78
12,0.495890411,-1.16
12,0.580821918,-1.14
12,0.657534247,-1.09
12,0.739726027,-0.65
12,0.821917808,-0.68
12,0.912328767,-0.78
12,0.98630137,-1.06
13,0.002739726,-1.52
13,0.079452055,1.86
13,0.142465753,1.35
13,0.232876712,0.86
13,0.326027397,0.81
13,0.383561644,0.68
13,0.468493151,0.12
13,0.564383562,0.11
13,0.638356164,-0.49
13,0.728767123,-0.7
13,0.810958904,0.05
13,0.917808219,-0.65
14,0.131506849,-2.81
14,0.202739726,-2.87
14,0.287671233,-3.66
14,0.364383562,-3.93
14,0.435616438,-4.21
14,0.506849315,-4.32
14,0.594520548,-4.5
14,0.671232877,-4.55
14,0.767123288,-4.98
14,0.838356164,-5.07
14,0.931506849,-5.4
15,0.136986301,-0.55
15,0.224657534,-0.48
15,0.306849315,-1.58
15,0.397260274,-2.56
15,0.471232877,-2.34
15,0.55890411,-2.58
15,0.643835616,-1.21
15,0.728767123,-1.24
15,0.808219178,-1.56
15,0.884931507,-1.31
15,0.980821918,-1.32
16,0.123287671,-3.16
16,0.208219178,-2.61
16,0.304109589,-3.15
16,0.389041096,-3.84
16,0.468493151,-4.47
16,0.531506849,-2.09
16,0.619178082,-1.79
16,0.706849315,-2.04
16,0.783561644,-2.31
16,0.860273973,-2.24
16,0.950684932,-2.45
17,0.079452055,1.14
17,0.156164384,0.7
17,0.282191781,-2.09
17,0.331506849,-2.25
17,0.421917808,-2.65
17,0.493150685,-0.59
17,0.580821918,-0.82
17,0.657534247,-1.08
17,0.742465753,-1.11
17,0.819178082,-0.74
17,0.906849315,-1.02
17,0.991780822,-0.99
18,0.073972603,-1.2
18,0.147945205,-2.51
18,0.238356164,-2.32
18,0.323287671,-0.35
18,0.4,0.32
18,0.476712329,-0.09
18,0.569863014,-0.43
18,0.646575342,-0.79
18,0.728767123,-1.14
18,0.810958904,-1.46
18,0.898630137,-1.77
18,0.98630137,-2.05
19,0.084931507,1.25
19,0.167123288,0.09
19,0.249315068,-1.03
19,0.339726027,0.25
19,0.419178082,0.53
19,0.512328767,0.56
19,0.668493151,0.19
19,0.736986301,0.13
19,0.81369863,-0.06
19,0.898630137,-0.53
19,0.969863014,-0.54
20,0.002739726,-0.62
20,0.101369863,-0.95
20,0.205479452,-2.33
20,0.273972603,-2.55
20,0.356164384,-3.25
20,0.435616438,-2.77
20,0.509589041,-1.96
20,0.602739726,-1.11
20,0.684931507,-0.97
20,0.77260274,-1.22
20,0.857534247,-1.54
20,0.942465753,-1.9
21,0.131506849,-2.96
21,0.205479452,-4.02
21,0.304109589,-4.18
21,0.389041096,-4.39
21,0.465753425,-4.45
21,0.553424658,-4.44
21,0.630136986,-4.3
21,0.715068493,-3.98
21,0.8,-4.13
21,0.895890411,-4.19
21,0.964383562,-4.29
22,0.117808219,0.57
22,0.271232877,-0.87
22,0.345205479,-1.34
22,0.578082192,-5.12
22,0.665753425,-2.19
22,0.750684932,-2.11
22,0.82739726,-1.76
22,0.917808219,-1.92
23,0.079452055,-2.26
23,0.156164384,-2.15
23,0.317808219,-2.02
23,0.416438356,-2.62
23,0.498630137,-2.35
23,0.569863014,-2.66
23,0.654794521,-2.43
23,0.742465753,-1.34
23,0.821917808,-1.78
23,0.904109589,-1.81
24,0.002739726,-0.47
24,0.068493151,0.09
24,0.150684932,-0.74
24,0.224657534,-1.22
24,0.298630137,0.56
24,0.389041096,-0.24
24,0.473972603,-0.96
24,0.561643836,-1.58
24,0.649315068,-1.57
24,0.739726027,-1.9
24,0.832876712,-2.29
24,0.912328767,-2.33
24,0.983561644,-2.31
25,0.002739726,-2.05
25,0.123287671,-0.5
25,0.194520548,-0.69
25,0.271232877,-0.98
25,0.38630137,-1.92
25,0.471232877,0
25,0.569863014,-0.31
25,0.649315068,-0.57
25,0.704109589,-0.3
25,0.808219178,-0.9
25,0.876712329,-0.04
25,0.97260274,-0.6
26,0.076712329,-0.64
26,0.164383562,-1.86
26,0.249315068,-3.09
26,0.336986301,-3.56
26,0.421917808,-4.1
26,0.506849315,-3.59
26,0.594520548,-3.82
26,0.665753425,-3.87
26,0.747945205,-3.96
26,0.821917808,-4.33
26,0.912328767,-4.48
26,0.98630137,-4.73
27,0.090410959,0.8
27,0.175342466,-0.68
27,0.252054795,-1.17
27,0.328767123,-1.87
27,0.416438356,-2.48
27,0.501369863,-1.21
27,0.578082192,-0.28
27,0.690410959,-0.88
27,0.761643836,-0.49
27,0.846575342,-0.63
27,0.931506849,-0.82
28,0.002739726,-0.62
28,0.082191781,1.12
28,0.183561644,-0.52
28,0.232876712,-0.57
28,0.309589041,-1.21
28,0.394520548,-2.49
28,0.452054795,-0.77
28,0.547945205,-1.17
28,0.62739726,-1.16
28,0.720547945,-0.84
28,0.805479452,-1.1
28,0.873972603,-2.64
28,0.947945205,-1.61
29,0.101369863,-0.69
29,0.123287671,-0.55
29,0.21369863,-1.73
29,0.295890411,-2.21
29,0.391780822,-2.73
29,0.482191781,-2.36
29,0.561643836,-2.45
29,0.635616438,-2.63
29,0.726027397,-2.79
29,0.816438356,-3.16
29,0.912328767,-3.44
29,0.980821918,-1.44
30,0.087671233,0.38
30,0.183561644,-0.67
30,0.276712329,-1.55
30,0.367123288,-0.61
30,0.452054795,-0.77
30,0.526027397,-0.95
30,0.61369863,-1.06
30,0.690410959,-1.3
30,0.775342466,-1.15
30,0.854794521,-1.44
30,0.931506849,-0.69
31,0.082191781,-1.64
31,0.178082192,-3.12
31,0.271232877,-3.98
31,0.350684932,-4.76
31,0.430136986,-5.06
31,0.542465753,-5.45
31,0.608219178,-5.45
31,0.698630137,-5.56
31,0.764383562,-5.5
31,0.846575342,-5.79
31,0.945205479,-5.97
32,0.079452055,-0.04
32,0.156164384,-0.28
32,0.238356164,-1.27
32,0.347945205,-2.34
32,0.416438356,-2.78
32,0.501369863,-2.38
32,0.578082192,-2.35
32,0.660273973,-2.83
32,0.736986301,-1.61
32,0.824657534,-1.95
32,0.904109589,-2
32,0.989041096,-1.87
33,0.079452055,-0.09
33,0.156164384,-0.53
33,0.24109589,-0.59
33,0.339726027,-1.23
33,0.432876712,-1.85
33,0.476712329,-1.43
33,0.564383562,-0.65
33,0.668493151,-1.58
33,0.761643836,-1.77
33,0.849315068,-1.81
33,0.928767123,-1.94
34,0.126027397,0.3
34,0.210958904,-0.24
34,0.295890411,-1.42
34,0.375342466,-1.84
34,0.432876712,-2.39
34,0.536986301,-1.08
34,0.608219178,-1.58
34,0.704109589,-0.31
34,0.77260274,-0.48
34,0.857534247,-1.01
34,0.942465753,-1.5
35,0.002739726,-0.47
35,0.117808219,0.64
35,0.232876712,-0.87
35,0.312328767,-0.59
35,0.44109589,0.53
35,0.520547945,0.49
35,0.589041096,0.92
35,0.673972603,1.24
35,0.750684932,1.37
35,0.838356164,0.74
35,0.912328767,0.63
36,0.106849315,-0.37
36,0.304109589,-2.42
36,0.375342466,-3.19
36,0.468493151,-3.17
36,0.550684932,-3.49
36,0.62739726,-2.23
36,0.698630137,-2.51
36,0.794520548,-2.93
36,0.882191781,-3.24
36,0.967123288,-3.49
37,0.079452055,-1.59
37,0.139726027,-2.42
37,0.224657534,-3.34
37,0.309589041,-2.49
37,0.367123288,-2.67
37,0.473972603,-1.15
37,0.575342466,-1.92
37,0.652054795,-2.41
37,0.742465753,-2.81
37,0.82739726,-1.81
37,0.904109589,-1.85
37,0.980821918,-1.75
38,0.060273973,-4.09
38,0.134246575,-3.26
38,0.224657534,0.22
38,0.306849315,-0.62
38,0.383561644,-1.01
38,0.473972603,-0.07
38,0.556164384,0.33
38,0.643835616,-0.04
38,0.726027397,0.04
38,0.821917808,-0.51
38,0.904109589,-0.45
38,0.991780822,-0.56
39,0.002739726,-1.69
39,0.079452055,1.35
39,0.156164384,0.21
39,0.238356164,-0.7
39,0.290410959,-1.35
39,0.375342466,-2.03
39,0.463013699,-2.42
39,0.550684932,-2.8
39,0.638356164,-3.11
39,0.701369863,-1.8
39,0.78630137,-1.8
39,0.868493151,-1.6
39,0.961643836,-1.92
40,0.126027397,-3.21
40,0.298630137,-0.28
40,0.380821918,-0.62
40,0.479452055,-1.27
40,0.553424658,-0.6
40,0.630136986,-0.97
40,0.717808219,-1.53
40,0.802739726,-1.49
40,0.882191781,-1.68
40,0.956164384,-1.89
41,0.084931507,0.7
41,0.17260274,0.4
41,0.254794521,-0.27
41,0.347945205,-1
41,0.42739726,2.16
41,0.515068493,1.47
41,0.605479452,1.02
41,0.695890411,0.76
41,0.77260274,0.63
41,0.852054795,0.35
41,0.928767123,0.04
42,0.090410959,-1.98
42,0.194520548,-1.82
42,0.232876712,-1.77
42,0.342465753,-1.03
42,0.438356164,-1.72
42,0.523287671,-0.49
42,0.616438356,-1.08
42,0.704109589,-1.1
42,0.780821918,-1.44
42,0.865753425,-1.87
42,0.942465753,-2.02
43,0.046575342,-1.25
43,0.123287671,-2.4
43,0.2,-1.52
43,0.284931507,0.6
43,0.389041096,-0.16
43,0.468493151,0.07
43,0.542465753,-0.21
43,0.638356164,-0.51
43,0.726027397,-0.83
43,0.810958904,-1.25
43,0.898630137,-1.57
43,0.967123288,-1.79
44,0.309589041,0.75
44,0.38630137,0.23
44,0.465753425,0.05
44,0.55890411,-0.52
44,0.649315068,-0.47
44,0.734246575,-0.8
44,0.816438356,-0.35
44,0.906849315,-0.47
44,0.983561644,-0.59
45,0.087671233,0.51
45,0.167123288,-0.92
45,0.252054795,-2.15
45,0.331506849,-2.63
45,0.410958904,-3.18
45,0.490410959,-3.45
45,0.583561644,-3.74
45,0.649315068,-3.89
45,0.728767123,-4.29
45,0.802739726,-4.3
45,0.884931507,-4.33
45,0.964383562,-4.62
46,0.002739726,-0.62
46,0.079452055,1.7
46,0.126027397,0.85
46,0.219178082,0.36
46,0.301369863,0.1
46,0.38630137,-0.59
46,0.468493151,-0.47
46,0.57260274,0.5
46,0.649315068,0.38
46,0.734246575,-0.01
46,0.821917808,-0.47
46,0.898630137,-0.78
46,0.983561644,-0.83
47,0.002739726,0.06
47,0.128767123,-2.14
47,0.205479452,-2.12
47,0.293150685,-1.78
47,0.38630137,-2.4
47,0.471232877,-1.83
47,0.55890411,-1.7
47,0.643835616,-1.9
47,0.739726027,-2.08
47,0.819178082,-2.03
47,0.893150685,-2.09
47,0.983561644,-2.1
48,0.167123288,0.94
48,0.24109589,2.43
48,0.312328767,2.3
48,0.389041096,2.05
48,0.468493151,1.44
48,0.545205479,1.2
48,0.62739726,0.74
48,0.704109589,0.37
48,0.783561644,0.69
48,0.849315068,0.23
48,0.926027397,1.87
49,0.073972603,-3.16
49,0.15890411,-1.82
49,0.216438356,-0.13
49,0.312328767,-3.48
49,0.397260274,-3.42
49,0.473972603,-0.96
49,0.542465753,-1.52
49,0.619178082,-2.09
49,0.704109589,-1.4
49,0.77260274,-0.6
49,0.849315068,-1.08
49,0.926027397,-0.7
50,0.084931507,-2.91
50,0.150684932,-3.35
50,0.22739726,-1.76
50,0.315068493,-3.04
50,0.38630137,-1.02
50,0.463013699,-1.8
50,0.545205479,-2.05
50,0.632876712,-2.73
50,0.706849315,-3.25
50,0.794520548,-3.32
50,0.882191781,-3.45
50,0.95890411,-3.66
51,0.079452055,0.01
51,0.156164384,-1.2
51,0.232876712,-2.34
51,0.309589041,-2.01
51,0.397260274,1.24
51,0.471232877,0.71
51,0.539726027,0.32
51,0.616438356,-0.32
51,0.693150685,-0.45
51,0.775342466,-1.03
51,0.846575342,-1.5
51,0.923287671,-1.54
51,1,-1.98
52,0.084931507,-1.86
52,0.161643836,-1.86
52,0.246575342,-2.91
52,0.309589041,-3.45
52,0.419178082,-4.07
52,0.471232877,-4.05
52,0.553424658,-2.04
52,0.646575342,-2.7
52,0.693150685,-2.58
52,0.767123288,-2.63
52,0.852054795,-3.12
52,0.936986301,-3.57
53,0.073972603,-1.56
53,0.126027397,-0.55
53,0.221917808,1.76
53,0.317808219,0.64
53,0.397260274,-0.02
53,0.471232877,-0.27
53,0.542465753,-1.08
53,0.690410959,-1.93
53,0.764383562,-0.55
53,0.849315068,-1.08
53,0.923287671,-1.51
54,0.616438356,-3.06
54,0.690410959,-3.13
54,0.769863014,-3.35
54,0.854794521,-3.73
54,0.920547945,-4.1
54,0.997260274,-4.07
55,0.002739726,-2.58
55,0.306849315,0.21
55,0.383561644,-2.42
55,0.460273973,-2.24
55,0.536986301,-2.45
55,0.61369863,-3.04
55,0.701369863,-3.21
55,0.767123288,-3.64
55,0.854794521,-1.46
55,0.926027397,-1
55,0.994520548,-0.52
56,0.002739726,-0.08
56,0.079452055,0.32
56,0.161643836,0.21
56,0.232876712,-0.57
56,0.336986301,-1.67
56,0.383561644,-0.56
56,0.460273973,-0.84
56,0.536986301,-0.6
56,0.616438356,-0.35
56,0.709589041,-1.01
56,0.808219178,-1.65
56,0.920547945,-1.9
56,0.997260274,-1.92
57,0.002739726,-1.15
57,0.084931507,-1.86
57,0.161643836,-2.36
57,0.24109589,-2.6
57,0.353424658,-0.33
57,0.471232877,-0.49
57,0.534246575,-1.02
57,0.621917808,-1.16
57,0.775342466,-1.85
57,0.852054795,-1.5
57,0.928767123,-1.94
58,0.079452055,-3.28
58,0.156164384,-3.74
58,0.230136986,-2.93
58,0.306849315,-2.02
58,0.378082192,-1.87
58,0.463013699,-2.65
58,0.578082192,-3.52
58,0.684931507,-3.37
58,0.767123288,-3.87
58,0.849315068,-2.94
58,0.928767123,-3.13
58,1,-3.48
59,0.002739726,-0.47
59,0.076712329,-0.13
59,0.167123288,-0.17
59,0.265753425,2.03
59,0.345205479,1.38
59,0.38630137,0.89
59,0.460273973,0.11
59,0.536986301,-0.59
59,0.616438356,-0.59
59,0.690410959,-0.88
59,0.77260274,-1.46
59,0.849315068,-1.69
59,0.917808219,-1.81
60,0.002739726,-0.08
60,0.079452055,-0.2
60,0.156164384,-1.27
60,0.232876712,-2.01
60,0.309589041,-2.52
60,0.394520548,-1.81
60,0.460273973,-0.53
60,0.536986301,-1.04
60,0.635616438,0.57
60,0.745205479,0.41
60,0.767123288,0.26
60,0.923287671,-0.52
60,0.997260274,-0.75
61,0.002739726,-0.08
61,0.079452055,0.83
61,0.169863014,-0.04
61,0.249315068,-0.43
61,0.353424658,-1.06
61,0.38630137,-1.04
61,0.463013699,-1.31
61,0.539726027,-1.72
61,0.619178082,-2.09
61,0.695890411,-2.6
61,0.783561644,-1.08
61,0.926027397,-1.53
61,1,-1.93
62,0.002739726,-1
62,0.079452055,-1.54
62,0.156164384,-1.95
62,0.232876712,-1.85
62,0.309589041,-0.8
62,0.38630137,-1.02
62,0.465753425,-1.82
62,0.55890411,-0.31
62,0.693150685,-1.35
62,0.764383562,-0.51
62,0.846575342,-1.06
62,0.912328767,-1.17
62,1,-0.51
63,0.087671233,-1.21
63,0.161643836,-0.29
63,0.238356164,-0.17
63,0.312328767,-0.13
63,0.389041096,-0.61
63,0.465753425,-1.11
63,0.542465753,-1.52
63,0.619178082,-1.87
63,0.693150685,-2.16
63,0.77260274,-2.25
63,0.849315068,-2.46
63,0.923287671,-1.91
63,0.991780822,-1.89
64,0.087671233,-3.75
64,0.161643836,-2.56
64,0.238356164,-1.94
64,0.315068493,-2.08
64,0.391780822,-2.98
64,0.468493151,-3.73
64,0.547945205,-2.54
64,0.619178082,-2.26
64,0.698630137,-3.19
64,0.775342466,-3.69
64,0.849315068,-3.26
64,0.931506849,-2.83
65,0.002739726,-0.62
65,0.005479452,-0.71
65,0.079452055,-1.02
65,0.156164384,-2.26
65,0.224657534,0.03
65,0.323287671,-0.82
65,0.38630137,-0.13
65,0.473972603,0.37
65,0.542465753,-0.21
65,0.616438356,-0.78
65,0.706849315,-1.41
65,0.769863014,-1.16
65,0.857534247,-1.7
65,0.923287671,-0.76
66,0.230136986,-0.82
66,0.306849315,-1.49
66,0.383561644,-1.94
66,0.471232877,-2.81
66,0.539726027,-2.66
66,0.61369863,-2.59
66,0.695890411,-2.41
66,0.769863014,-2.68
66,0.846575342,-3.16
66,0.915068493,-3.55
66,0.934246575,-3.4
67,0.082191781,-2.33
67,0.235616438,-4.35
67,0.312328767,-4.46
67,0.397260274,-5.18
67,0.493150685,-2.54
67,0.57260274,-1.76
67,0.657534247,-1.09
67,0.726027397,-1.04
67,0.810958904,-0.87
67,0.895890411,-1.29
67,0.975342466,-1.42
68,0.002739726,-1
68,0.084931507,-1.58
68,0.150684932,-3.35
68,0.230136986,-4.26
68,0.304109589,-2.42
68,0.391780822,-3.46
68,0.457534247,-0.81
68,0.545205479,-1.12
68,0.610958904,-0.73
68,0.693150685,-1.35
68,0.756164384,-1.79
68,0.838356164,-2.32
68,0.917808219,-2.54
69,0.073972603,-0.84
69,0.167123288,-1.47
69,0.232876712,-1.53
69,0.38630137,-2.86
69,0.465753425,-1.78
69,0.539726027,-2.15
69,0.616438356,-2.71
69,0.690410959,-2.99
69,0.769863014,-2.64
69,0.846575342,-3.09
69,0.923287671,-2.5
69,0.994520548,-2.1
70,0.002739726,0.46
70,0.060273973,-1.08
70,0.145205479,-2.07
70,0.230136986,-1.01
70,0.306849315,-0.85
70,0.383561644,-1.24
70,0.463013699,-1.98
70,0.567123288,-2.58
70,0.621917808,-1.25
70,0.690410959,-1.72
70,0.797260274,-1.17
70,0.843835616,-1.25
70,0.928767123,-1.27
71,0.002739726,-2.23
71,0.038356164,0.35
71,0.126027397,-0.45
71,0.210958904,-1.83
71,0.298630137,-2.39
71,0.460273973,-3.74
71,0.517808219,-1.76
71,0.624657534,-1.35
71,0.682191781,-1.92
71,0.767123288,-1.47
71,0.857534247,-1.86
71,0.934246575,-2.13
72,0.084931507,-1.81
72,0.090410959,-0.96
72,0.183561644,-1.25
72,0.271232877,-1.58
72,0.356164384,-1.6
72,0.432876712,-1.49
72,0.526027397,-1.74
72,0.602739726,-1.54
72,0.690410959,-0.92
72,0.77260274,-1.34
72,0.857534247,-1.25
72,0.934246575,-1.54
73,0.002739726,-1.52
73,0.079452055,-0.71
73,0.156164384,0.31
73,0.232876712,-0.87
73,0.309589041,-2.01
73,0.38630137,-2.69
73,0.468493151,-3.26
73,0.547945205,-1.61
73,0.616438356,-2.15
73,0.698630137,-1.84
73,0.846575342,-2.81
73,0.923287671,-3.25
74,0.079452055,1.45
74,0.156164384,1.44
74,0.243835616,0.46
74,0.323287671,0.85
74,0.4,0.27
74,0.506849315,-0.31
74,0.583561644,-0.23
74,0.657534247,-0.53
74,0.734246575,0.11
74,0.808219178,-0.01
74,0.912328767,-0.02
75,0.131506849,-1.95
75,0.208219178,-1.63
75,0.312328767,-0.84
75,0.389041096,-1.52
75,0.463013699,-1.75
75,0.539726027,-1.31
75,0.638356164,-1.67
75,0.742465753,-2.37
75,0.802739726,-2.76
75,0.923287671,-3.25
75,0.945205479,-2.31
76,0.101369863,-0.69
76,0.161643836,-0.04
76,0.243835616,-1.21
76,0.457534247,-1.71
76,0.610958904,-2.46
76,0.638356164,-1.07
76,0.753424658,-1.84
76,0.860273973,-2.28
76,0.906849315,-2.5
77,0.002739726,-2.05
77,0.079452055,0.57
77,0.156164384,0.81
77,0.232876712,-0.37
77,0.309589041,-1.43
77,0.38630137,-1.4
